,Provider Name,Procedures,Provider State,Region,Count_of_services,Charges,Payment,Cluster_23
882,GALESBURG COTTAGE HOSPITAL,61,1,1,5510,1794337.0022200993,337683.65791176015,6
883,GALICHIA HEART HOSPITAL LLC,61,1,1,6152,870553.4050491999,363988.53441615007,6
884,GALLUP INDIAN MEDICAL CENTER,14,1,1,343,139197.544467,111622.10076,12
885,GARDEN CITY HOSPITAL,86,1,1,7425,1144920.3285627,629444.2364289201,15
886,GARDEN GROVE HOSPITAL & MEDICAL CENTER,53,1,1,1949,2475970.991191,653556.9358090799,15
887,GARDEN PARK MEDICAL CENTER,43,1,1,2140,1361102.5239154003,219352.59277746998,20
888,GARFIELD MEDICAL CENTER,70,1,1,3510,7223125.196861803,1009199.9847053997,13
889,GARRETT COUNTY MEMORIAL HOSPITAL,29,1,1,650,254426.25146699997,239397.229849,1
890,GASTON MEMORIAL HOSPITAL,120,1,1,25161,2631457.6421050997,952339.5669255595,11
891,GATEWAY MEDICAL CENTER,96,1,1,8691,3010089.7348749004,674991.0031993,2
892,GATEWAY REGIONAL MEDICAL CENTER,64,1,1,3215,3100986.4275024002,365964.43734995,15
893,GEARY COMMUNITY HOSPITAL,21,1,1,1393,166877.49605707,55491.62836494001,12
894,GEISINGER MEDICAL CENTER,115,1,1,107128,4797710.961080084,1203491.1520708902,22
895,GEISINGER WYOMING VALLEY MEDICAL CENTER,107,1,1,57236,3497629.9842610005,771033.4919964399,16
896,GENESIS HEALTHCARE SYSTEM,116,1,1,18222,2085927.9955307,862473.5410798005,11
897,GENESIS MEDICAL CENTER ILLINI CAMPUS,59,1,1,2538,932099.0268685,341143.79717456986,20
898,GENESIS MEDICAL CENTER-DAVENPORT,111,1,1,14919,2274387.183399202,774981.1455999599,2
899,GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK,106,1,1,15703,2615098.154479299,1040594.8521716301,11
900,GENEVA GENERAL HOSPITAL,48,1,1,9592,324459.52243465,204873.00986085006,20
901,GEORGE COUNTY HOSPITAL,27,1,1,1309,170969.3405732,104438.19473274998,1
902,GEORGE H. LANIER MEMORIAL HOSPITAL,46,1,1,1597,406854.2663946,231943.05785679998,20
903,GEORGE L MEE MEMORIAL HOSPITAL,8,1,1,289,171474.824572,55602.92190967999,12
904,GEORGE WASHINGTON UNIV HOSPITAL,99,1,1,7079,4328298.110030098,1113791.08345072,13
905,GEORGETOWN COMMUNITY HOSPITAL,22,1,1,1184,255040.804327,84992.65519661998,1
906,GEORGETOWN MEMORIAL HOSPITAL,76,1,1,5042,1635029.5150778997,528106.1018558003,15
907,GEORGETOWN UNIVERSITY HOSPITAL,78,1,1,18617,3599534.7425479,1058043.1531768702,11
908,GEORGIANA HOSPITAL,15,1,1,348,72793.9463541,63265.9399287,12
909,GERALD CHAMPION REGIONAL MEDICAL CENTE,47,1,1,4442,654977.4404149998,311995.83013579994,20
910,GETTYSBURG HOSPITAL,61,1,1,4661,744290.0230758998,325704.2844204601,20
911,GIBSON GENERAL HOSPITAL,8,1,1,185,33375.5961328,22079.1216383,12
912,GILA REGIONAL MEDICAL CENTER,26,1,1,1255,355947.366472,142389.14876123,1
913,GILBERT HOSPITAL,12,1,1,473,165788.75107399997,44875.33110830001,12
914,GILMORE MEMORIAL HOSPITAL,49,1,1,2615,773621.8662851999,199885.89749933998,20
915,GLEN COVE HOSPITAL,74,1,1,4440,1978671.5889796996,613614.4076375199,15
916,GLEN ROSE MEDICAL CENTER,20,1,1,1229,194342.43693709996,76721.10202310003,12
917,GLENDALE ADVENTIST MEDICAL CENTER,107,1,1,11486,7477402.7497121515,1294962.7143280797,5
918,GLENDALE MEM HOSPITAL & HLTH CENTER,84,1,1,7043,5284589.338220798,1082650.23847984,13
919,GLENS FALLS HOSPITAL,107,1,1,12492,1662192.6142528495,692330.6255942903,2
920,GLENWOOD REGIONAL MEDICAL CENTER,101,1,1,9101,3364435.142747501,671662.1229209799,2
921,GNADEN HUETTEN MEMORIAL HOSPITAL,45,1,1,3649,486735.5943507999,208237.73570142,20
922,GOLDEN VALLEY MEMORIAL HOSPITAL,42,1,1,5457,423709.2705437299,166449.71099916004,1
923,GOLETA VALLEY COTTAGE HOSPITAL,19,1,1,6042,284893.15109709994,64974.14631257001,12
924,GOOD SAMARITAN HOSPITAL,124,6,9,69164,28175444.19154194,6991828.702008038,14
925,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,115,1,1,11862,5371854.640339597,1176917.353556819,5
926,GOOD SAMARITAN HOSPITAL OF SUFFERN,103,1,1,8531,4577552.535564003,963531.6295307298,13
927,GOOD SAMARITAN MEDICAL CENTER,107,2,2,16674,4284379.108799598,1461958.0075072006,10
928,GOOD SAMARITAN REGIONAL HLTH CENTER,89,1,1,5716,1692589.3536967002,599508.0662850105,15
929,GOOD SAMARITAN REGIONAL MEDICAL CENTER,82,1,1,8067,2092969.9393588495,704640.5413439098,15
930,GOOD SHEPHERD MEDICAL CENTER,114,1,1,10342,3563842.6808999,827641.54334432,13
931,GOOD SHEPHERD MEDICAL CENTER MARSHALL,53,1,1,3106,1063767.5352719002,273041.04015988996,20
932,GOODALL WITCHER HOSPITAL,19,1,1,679,160228.5162905,71370.82959248,12
933,GORDON HOSPITAL,59,1,1,3442,1259916.9254403,342445.61244938005,6
934,GRACE HOSPITAL INC,64,1,1,4801,1321728.3124753002,411184.36745192,6
935,GRACE MEDICAL CENTER,13,1,1,700,267580.39142879995,70970.52390300001,12
936,GRADY GENERAL HOSPITAL,11,1,1,383,96696.56654330001,39328.895028779996,12
937,GRADY MEMORIAL HOSPITAL,98,3,3,98276,3181240.7931399294,1174757.6267498194,7
938,GRAHAM HOSPITAL ASSOCIATION,34,1,1,2396,354927.1177152,152578.41290113,1
939,GRAHAM REGIONAL MEDICAL CENTER,18,1,1,952,137980.12324770002,88088.77760177001,12
940,GRAND ITASCA CLINIC AND HOSPITAL,41,1,1,4238,336886.99082604004,185132.18347283994,1
941,GRAND LAKE HEALTH SYSTEM,39,1,1,3918,303396.0800437999,146696.4411598599,1
942,GRAND STRAND REG MED CENTER,108,1,1,18436,4050154.2490374013,770174.26896427,11
943,GRAND VIEW HOSPITAL,81,1,1,7630,2595109.8395794313,543122.5842412299,15
944,GRANDVIEW HOSPITAL & MEDICAL CENTER,78,1,1,10277,2688925.4782813895,662715.34974418,15
945,GRANDVIEW MEDICAL CENTER,25,1,1,1032,382390.80914019997,105459.55351710001,1
946,GRANT MEDICAL CENTER,108,1,1,18946,3377638.04378742,1071003.7134400604,11
947,GRANVILLE MEDICAL CENTER,37,1,1,3907,390912.6547525999,179166.8208178,1
948,GRAYS HARBOR COMMUNITY HOSPITAL,67,1,1,4420,1368855.8513301003,486241.09367122996,6
949,GREAT BEND REGIONAL HOSPITAL,20,1,1,2340,171490.23526440002,65326.395508170004,12
950,GREAT FALLS CLINIC MEDICAL CENTER,1,1,1,116,32187.24138,12232.39655,12
951,GREAT PLAINS REGIONAL MEDICAL CENTER,64,2,2,13241,1328342.4127389996,483468.86778484,17
952,GREAT RIVER MEDICAL CENTER,86,2,2,13294,1565600.419972131,580710.0625737401,17
953,GREATER BALTIMORE MEDICAL CENTER,86,1,1,4570,1082451.200432,1020397.9536710002,15
954,GREATER BATON ROUGE SURGICAL HOSPITAL,2,1,1,162,29342.179620000003,12061.892730000001,12
955,GREATER EL MONTE COMMUNITY HOSPITAL,15,1,1,475,880526.1713209999,190071.6869115,1
956,GREEN CLINIC SURGICAL HOSPITAL,8,1,1,465,77785.086453,29243.688499729997,12
957,GREENBRIER VALLEY MEDICAL CENTER,52,1,1,4039,515712.79138970986,282025.87736636004,20
958,GREENE COUNTY HOSPITAL,11,1,1,278,43791.79522529999,50968.298792,12
959,GREENE MEMORIAL HOSPITAL,49,1,1,3297,973561.8915098002,256168.84841281996,20
960,GREENVIEW REGIONAL HOSPITAL,58,1,1,2293,1388341.4494739,330447.08316657,6
961,GREENVILLE MEMORIAL HOSPITAL,118,1,1,27759,3789847.4059380987,1121474.3086171395,11
962,GREENVILLE REGIONAL HOSPITAL,17,1,1,1276,94648.5753822,60295.3775466,12
963,GREENWICH HOSPITAL ASSOCIATION,94,1,1,14968,2872534.4694248997,737655.7111138698,2
964,GREENWOOD LEFLORE HOSPITAL,84,1,1,8323,1756766.6842012298,612983.6136104899,15
965,GREER MEMORIAL HOSPITAL,31,1,1,3153,563613.1184498001,176366.25583847,1
966,GRENADA LAKE MEDICAL CENTER,52,1,1,3526,605276.9340712999,222154.24176928,20
967,GRIFFIN HOSPITAL,66,1,1,8074,1296778.1771161007,442264.1278145602,6
968,GRINNELL REGIONAL MEDICAL CENTER,26,1,1,1327,185817.71013811993,105596.48371705003,1
969,GROSSMONT HOSPITAL,116,1,1,10602,5992841.290663299,1085971.0280327196,5
970,GROVE CITY MEDICAL CENTER,35,1,1,2127,293745.1594247999,116178.54864389001,1
971,GROVE HILL MEMORIAL HOSPITAL,16,1,1,550,79726.4594757,41567.54834200001,12
972,GUADALUPE COUNTY HOSPITAL,3,1,1,37,11456.479437,24358.209219999997,12
973,GUADALUPE REGIONAL MEDICAL CENTER,62,1,1,4413,1125962.5965728,392065.19591146987,6
974,GULF BREEZE HOSPITAL,51,1,1,4485,1062076.9110374001,232374.19303384994,20
975,GULF COAST MEDICAL CENTER,89,2,2,6242,5245197.376282996,776223.4202935598,10
976,GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM,110,1,1,7806,3887132.1272651292,884577.7820423393,13
977,GUNDERSEN LUTH MED CTR,76,1,1,3690,1539062.0149235,619773.7552622602,15
978,GWINNETT MEDICAL CENTER,109,1,1,16129,2366116.3829972185,828048.0436183005,2
979,HABERSHAM COUNTY MEDICAL CTR,35,1,1,3136,289925.2855425,161095.16375198003,1
980,HACKENSACK UNIVERSITY MEDICAL CENTER,123,1,1,25723,7580112.9005947,1237054.6998290792,5
981,HACKETTSTOWN REGIONAL MEDICAL CENTER,66,1,1,4941,2834802.5239458997,425412.8225188099,15
982,HAHNEMANN UNIVERSITY HOSPITAL,96,1,1,6483,9729439.650036,1121942.11503747,5
983,HALE COUNTY HOSPITAL,5,1,1,116,18825.827358799997,15616.615,12
984,HALIFAX HEALTH MEDICAL CENTER,118,1,1,19441,2938492.8092689025,885402.9598941805,11
985,HALIFAX REGIONAL HOSPITAL,59,1,1,3451,1068335.086167,472439.8310988702,6
986,HALIFAX REGIONAL MEDICAL CENTER INC,71,1,1,6747,980760.0444488002,407463.30669004,6
987,HALLMARK HEALTH SYSTEM,103,1,1,22452,1295195.0677196004,788475.9370160998,2
988,HAMILTON GENERAL HOSPITAL,39,1,1,1195,307196.21007790003,162574.91717362,1
989,HAMILTON MEDICAL CENTER,87,1,1,8774,2201470.4111269997,688974.53755941,15
990,HAMLIN MEMORIAL HOSPITAL,3,1,1,60,19788.1883071,16076.1463357,12
991,HAMPTON REGIONAL MEDICAL CENTER,18,1,1,983,158610.22088019998,62978.591413,12
992,HANCOCK MEDICAL CENTER,30,1,1,1600,445029.89626450004,144430.8681279,1
993,HANCOCK REGIONAL HOSPITAL,51,1,1,5416,647114.6327074,247134.40675233005,20
994,HANNIBAL REGIONAL HOSPITAL,70,1,1,3276,1365355.5940292,521278.5344985,6
995,HANOVER HOSPITAL,56,1,1,4931,679115.8555273503,370969.28751030995,20
996,HARBOR HOSPITAL,69,1,1,2480,952494.0101480001,897498.503512,15
997,HARBORVIEW MEDICAL CENTER,93,1,1,64476,2537614.44270432,1082265.6561881993,3
998,HARDIN MEDICAL CENTER,29,1,1,2657,195605.97830329998,104501.26910353001,1
999,HARDIN MEMORIAL HOSPITAL,106,1,1,12323,1412211.911487501,677622.7153626503,2
1000,HARFORD MEMORIAL HOSPITAL,51,1,1,1841,475553.78205399995,448175.8317049999,20
1001,HARLAN APPALACHIAN REGIONAL HEALTHCARE HOSPITAL,46,1,1,2202,508198.8951763001,201771.98135959002,20
1002,HARLEM HOSPITAL CENTER,33,1,1,630,527347.4068229999,463633.954638,20
1003,HARLINGEN MEDICAL CENTER,56,1,1,3360,1381615.2774054997,406593.39712919015,6
1004,HARMON MEMORIAL HOSPITAL,11,1,1,207,77414.9589524,66620.04530900001,12
1005,HARPER UNIVERSITY HOSPITAL,98,1,1,19164,2115324.1545324,1145277.7079381496,11
1006,HARRINGTON MEMORIAL HOSPITAL,49,1,1,4360,421562.5532390001,253309.25163198003,20
1007,HARRIS COUNTY HOSPITAL DISTRICT,66,1,1,55060,1049755.27354208,525933.6842716702,19
1008,HARRIS HOSPITAL,31,1,1,1042,733476.7199701,125456.7174493,1
1009,HARRISBURG MEDICAL CENTER,36,1,1,2189,296699.22810883,132822.11366929,1
1010,HARRISON MEDICAL CENTER,111,1,1,19727,3943925.676834499,1013495.3739143794,11
1011,HARRISON MEMORIAL HOSPITAL,31,1,1,2011,237977.42793990002,140016.64314521,1
1012,HART COUNTY HOSPITAL,14,1,1,599,124007.8302994,51243.3334403,12
1013,HARTFORD HOSPITAL,120,1,1,30369,3420117.9893581,1351537.1689284598,16
1014,HARTON REGIONAL MEDICAL CENTER,86,1,1,5233,2384652.641676199,526483.22272278,15
1015,HARTSELLE MEDICAL CENTER,23,1,1,533,627955.7718117001,90222.82262600001,1
1016,HAVASU REGIONAL MEDICAL CENTER,86,1,1,6374,2862562.4100278006,631958.96253779,15
1017,HAWAII MEDICAL CENTER EAST,24,1,1,1914,519625.15068120003,207489.67440551,1
1018,HAWAII MEDICAL CENTER WEST,34,1,1,1137,767163.5960452,299695.9888727699,20
1019,HAYS MEDICAL CENTER,55,1,1,1429,2391967.4361999994,666967.4124570002,15
1020,HAYWOOD PARK COMMUNITY HOSPITAL,16,1,1,417,101539.173468,60563.60024569999,12
1021,HAZARD ARH REGIONAL MEDICAL CENTER,77,1,1,3966,2095246.2465545002,632051.8777592599,15
1022,HAZEL HAWKINS MEMORIAL HOSPITAL,28,1,1,1297,780878.9290946001,209678.55167169994,1
1023,HAZLETON GENERAL HOSPITAL,76,1,1,6999,2093270.9933047995,541640.5004319302,15
1024,HEALTH CENTER NORTHWEST,10,1,1,2101,22516.128203099997,14208.030503689997,12
1025,HEALTH CENTRAL,89,1,1,6706,2440315.5712302,592442.8056790301,15
1026,"HEALTHALLIANCE HOSPITALS, INC",59,1,1,5425,853040.3272443997,392621.55374802015,6
1027,HEALTHEAST ST JOHN'S HOSPITAL,96,1,1,15481,1964363.4904571,641244.4452124301,15
1028,HEALTHEAST WOODWINDS HOSPITAL,52,1,1,3219,957348.6129418,306245.9733748,20
1029,HEALTHMARK REGIONAL MEDICAL CENTER,20,1,1,503,217645.56895223004,76206.2791042,12
1030,HEALTHSOURCE SAGINAW,1,1,1,83,5406.855422,3882.566265,12
1031,HEART HOSPITAL OF AUSTIN,2,1,1,37,99188.15839,16633.217389999998,12
1032,HEART HOSPITAL OF LAFAYETTE,30,1,1,8468,697901.9782903,190764.28995974,1
1033,HEART HOSPITAL OF NEW MEXICO,33,1,1,1136,1310277.694466,268818.647793,20
1034,HEART OF FLORIDA REGIONAL MEDICAL CENTER,87,1,1,5212,4065009.5592644014,600733.0097928599,2
1035,HEART OF LANCASTER REGIONAL MEDICAL CENTER,28,1,1,1181,425298.8941955999,118202.35617278997,1
1036,HEARTLAND REGIONAL MEDICAL CENTER,124,2,2,107810,5453167.371941977,1512713.3382994113,0
1037,HEARTLAND SURGICAL SPEC HOSPITAL,14,1,1,892,244500.0117924,68266.53782902999,12
1038,HEBREW HOME AND HOSPITAL INC,4,1,1,67,41312.088998,35430.703846,12
1039,HELEN ELLIS MEMORIAL HOSPITAL,61,1,1,6439,1204959.2367686897,270343.85654108005,6
1040,HELEN KELLER MEMORIAL HOSPITAL,71,1,1,4082,977705.3397955999,396114.9027157499,6
1041,HELENA REGIONAL MEDICAL CENTER,25,1,1,745,549227.328212,136897.14734449997,1
1042,HEMET VALLEY MEDICAL CENTER,72,1,1,3333,2457544.5504140994,672606.7866965,15
1043,HENDERSON COUNTY COMMUNITY HOSPITAL,24,1,1,694,508601.5727168999,97282.1265998,1
1044,HENDERSONVILLE MEDICAL CENTER,44,1,1,2307,1367086.6138042002,276515.52579573,20
1045,HENDRICK MEDICAL CENTER,116,1,1,11523,3597047.7842079992,859215.3025751202,13
1046,HENDRICKS REGIONAL HEALTH,66,1,1,4706,1067465.3690814006,365620.47650855,6
1047,HENNEPIN COUNTY MEDICAL CENTER,95,1,1,44654,2246319.292779691,1205986.1927837003,16
1048,HENRICO DOCTORS' HOSPITAL,112,1,1,11392,6615768.929188701,953621.55035027,5
1049,HENRIETTA D GOODALL HOSPITAL,47,1,1,4637,434423.5374758801,200374.62550071004,20
1050,HENRY COUNTY MEDICAL CENTER,61,1,1,4534,947293.4482909701,318866.30728351994,6
1051,HENRY COUNTY MEMORIAL HOSPITAL,53,1,1,3815,778749.9181958002,244794.33535311001,20
1052,HENRY FORD HOSPITAL,116,1,1,34849,2964114.5467578704,1317001.7057248603,16
1053,HENRY FORD MACOMB HOSPITAL,120,1,1,14730,2135997.9248939985,921559.1075181502,11
1054,HENRY FORD WEST BLOOMFIELD HOSPITAL,93,1,1,7126,1906351.3336852798,585590.82398783,15
1055,HENRY FORD WYANDOTTE HOSPITAL,107,1,1,9979,1951071.1864021902,857790.8513051304,2
1056,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,72,1,1,4025,5400162.556061097,649282.8677918,2
1057,"HENRY MEDICAL CENTER, INC",95,1,1,6057,2621324.4804380997,720312.0011894502,2
1058,HENRYETTA MEDICAL CENTER,14,1,1,561,97199.1586264,42957.832487800006,12
1059,HEREFORD REGIONAL MEDICAL CENTER,12,1,1,345,35056.616295839995,20662.72568578,12
1060,HERITAGE HOSPITAL,58,1,1,2697,1075331.3008269996,340868.57673355995,6
1061,HERITAGE MEDICAL CENTER,46,1,1,3116,640796.4878093,174292.93152989997,20
1062,HERITAGE PARK SURGICAL HOSPITAL,1,1,1,18,33310.611110000005,10063.77778,12
1063,HERITAGE VALLEY BEAVER,88,1,1,5148,1180413.475775899,565238.88031389,15
1064,HERITAGE VALLEY SEWICKLEY,45,1,1,1818,512003.86791860004,238136.43745030003,20
1065,HERRIN HOSPITAL,76,1,1,7039,1398941.8057333005,483670.43204452994,6
1066,HEYWOOD HOSPITAL,58,1,1,9258,429165.0674193,287768.8030216301,20
1067,HI-DESERT MEDICAL CENTER,31,1,1,979,759307.3363576,239149.03898922008,1
1068,HIALEAH HOSPITAL,67,1,1,3140,4069726.3918808005,679361.96177886,2
1069,HIGH POINT REGIONAL HOSPITAL,106,1,1,8266,2361138.034736,819707.8421091904,2
1070,HIGHLAND COMMUNITY  HOSPITAL,32,1,1,1967,397778.2166518001,147195.83866426,1
1071,HIGHLAND HOSPITAL,71,1,1,3893,828616.8370191003,547531.94182141,6
1072,HIGHLANDS HOSPITAL,21,1,1,755,100601.82002510002,42190.23757600001,12
1073,HIGHLANDS MEDICAL CENTER,39,1,1,2423,395260.98975450004,168343.01997808,1
1074,HIGHLANDS REGIONAL MEDICAL CENTER,88,2,2,8356,2924511.0092010987,800945.0091490397,10
1075,HIGHLINE MEDICAL CENTER,67,1,1,7924,1939061.9813480002,548992.26447293,15
1076,HILL COUNTRY MEMORIAL HOSPITAL INC,46,1,1,3627,590312.6301941996,250685.20923690993,20
1077,HILL HOSPITAL OF SUMTER COUNTY,4,1,1,130,15613.1164027,14071.26,12
1078,HILL REGIONAL HOSPITAL,30,1,1,1147,494047.3170027,116291.98914466001,1
1079,HILLCREST BAPTIST MEDICAL CENTER,84,1,1,12430,2128679.3322547,686458.26212114,15
1080,HILLCREST HOSPITAL,112,1,1,20212,2832886.1775381006,777213.0284539297,11
1081,HILLCREST MEDICAL CENTER,110,1,1,12262,3789222.7947401,1095234.7349591502,13
1082,HILLCREST MEMORIAL HOSPITAL,27,1,1,2206,401787.79508490005,134438.44829968,1
1083,HILLSDALE COMMUNITY HEALTH CENTER,43,1,1,2809,502117.3575100998,231189.16091239004,20
1084,HILLSIDE HOSPITAL,25,1,1,1167,281991.8296896001,110748.33419388001,1
1085,HILO MEDICAL CENTER,48,1,1,1715,946207.4296543,522073.80650894,6
1086,HILTON HEAD REGIONAL MEDICAL CENTER,56,1,1,8421,1487651.5083110596,457864.2895167402,6
1087,HINSDALE HOSPITAL,95,1,1,8427,3379330.2868176,769371.5274613695,2
1088,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,113,1,1,23155,3907473.850983702,933844.0270866501,11
1089,HOAG ORTHOPEDIC INSTITUTE,6,1,1,989,301833.96484,77418.167463,12
1090,HOBOKEN UNIVERSITY MEDICAL CENTER,64,1,1,7721,2623241.1201379,474907.0346858,15
1091,HOLLAND COMMUNITY HOSPITAL,64,1,1,4951,911789.6076075,364021.9591208801,6
1092,HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,39,1,1,2855,1130734.0331195,422249.870533,20
1093,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,77,1,1,3821,4192222.3766254,1022688.6465256998,13
1094,HOLMES REGIONAL MEDICAL CENTER,120,1,1,15660,4084757.269422401,843929.7779610204,13
1095,HOLY CROSS HOSPITAL,104,2,2,10909,3096087.365010229,1765613.9902144596,10
1096,HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS,27,1,1,5284,243985.45645930004,150468.49587392,1
1097,HOLY CROSS HOSPITAL INC,122,1,1,115512,5030754.722264459,848915.0190013803,9
1098,HOLY FAMILY HOSPITAL,92,1,1,12417,1290494.4941722995,641887.51366615,15
1099,HOLY FAMILY MEMORIAL INC,50,1,1,28234,556676.0985231999,192912.53566565004,20
1100,HOLY NAME MEDICAL CENTER,106,1,1,9673,4432118.988819997,970580.12324072,13
1101,HOLY REDEEMER HOSPITAL AND MEDICAL CENTER,95,1,1,6559,5103468.036127797,637176.4179002601,13
1102,HOLY SPIRIT HOSPITAL,103,1,1,10337,2754519.0443163007,684175.8383880402,2
1103,HOLYOKE MEDICAL CENTER,78,1,1,20176,749172.2918048899,467720.6749708201,6
1104,HOLZER MEDICAL CENTER,64,1,1,2656,1097136.3035952002,432033.77906729997,6
1105,HOMER MEMORIAL HOSPITAL,29,1,1,1240,310997.68642353,127860.79562365,1
1106,HOMESTEAD HOSPITAL,54,1,1,2971,2080633.8621110013,435897.96982132,6
1107,HOPKINS COUNTY MEMORIAL HOSPITAL,42,1,1,2464,428137.7810269001,164563.81324310997,1
1108,HORIZON MEDICAL CENTER,45,1,1,2004,1094953.7516831998,294299.6997805999,20
1109,HOSPITAL FOR SPECIAL SURGERY,19,1,1,17777,469663.02588210005,147465.63675116,1
1110,"HOSPITAL OF CENTRAL CONNECTICUT, THE",109,1,1,15342,2332264.6279942486,933138.5247740697,2
1111,HOSPITAL OF ST RAPHAEL,116,1,1,20248,4010676.7729355004,1198069.1796536304,11
1112,HOSPITAL OF UNIV OF PENNSYLVANIA,113,1,1,120483,7378320.658867152,1373767.7098749697,22
1113,HOT SPRING COUNTY MEDICAL CENTER,38,1,1,1753,352174.58457927,154266.00583544996,1
1114,HOUSTON MEDICAL CENTER,100,1,1,11184,2202098.3347596303,749013.1473926702,2
1115,HOUSTON NORTHWEST MEDICAL CENTER,98,1,1,5200,4652922.5356313,833421.99533266,13
1116,HOUSTON PHYSICIANS' HOSPITAL,8,1,1,1320,442086.95317099994,75049.6562547,12
1117,HOWARD COUNTY GENERAL HOSPITAL,87,1,1,4465,1014288.0750849999,955550.5912660002,15
1118,HOWARD REGIONAL HEALTH SYSTEM,68,1,1,10823,1369691.4144644595,437766.49626417004,6
1119,HOWARD UNIVERSITY HOSPITAL,76,1,1,13102,2076180.2555047001,950643.9536450299,2
1120,HOWARD YOUNG MED CTR,42,1,1,2686,533876.40571616,231607.68025969996,20
1121,HUALAPAI MOUNTAIN MEDICAL CENTER,19,1,1,382,584064.44053,118983.66920899999,1
1122,HUDSON VALLEY HOSPITAL CENTER,74,1,1,5520,2661105.8718044013,635203.8401451798,15
1123,HUGH CHATHAM MEMORIAL HOSPITAL,59,1,1,6644,868116.3332177999,290889.3418472399,20
1124,HUGHSTON HOSPITAL,7,1,1,824,224479.12133899998,57384.474622600006,12
1125,HUGULEY HEALTH SYSTEM,87,1,1,4984,2963473.1613525995,572354.7685471498,15
1126,HUMBOLDT GENERAL HOSPITAL INC,14,1,1,358,82507.40015390002,57927.636698,12
1127,HUNT REGIONAL MEDICAL CENTER,61,1,1,5175,1066632.5190741995,338371.9450458901,6
1128,HUNTERDON MEDICAL CENTER,84,1,1,16655,2177203.01477745,632443.2770833098,15
1129,HUNTINGTON BEACH HOSPITAL,39,1,1,2569,1136687.1917432998,298685.08434655995,20
1130,HUNTINGTON HOSPITAL,102,1,1,6496,3561457.498236101,958928.8039012701,13
1131,HUNTINGTON MEMORIAL HOSPITAL,111,1,1,21521,6623049.97345018,1182794.03862855,5
1132,HUNTSVILLE HOSPITAL,121,1,1,45883,3946712.3094317,928277.7868357799,16
1133,HUNTSVILLE MEMORIAL HOSPITAL,46,1,1,3627,808786.9781757997,222848.50558874995,20
1134,HURLEY MEDICAL CENTER,84,1,1,5588,2419321.1972069,955506.9736060002,2
1135,HURON HOSPITAL,45,1,1,5945,819757.1039541999,315481.43420489,20
1136,HURON MEDICAL CENTER,33,1,1,1841,176635.21094984998,150607.96279831996,1
1137,HURON VALLEY-SINAI HOSPITAL,85,1,1,5496,2099047.217371109,737147.1667340803,15
1138,HUTCHESON MEDICAL CENTER,39,1,1,3431,566592.6331406999,185987.45300757,1
1139,HUTCHINSON AREA HEALTH CARE,27,1,1,5019,300219.16434333,141493.63924080002,1
1140,HUTCHINSON REGIONAL MEDICAL CENTER INC,77,1,1,5129,1774447.528060399,578016.0238278797,15
1141,IBERIA GENERAL HOSPITAL AND MEDICAL CENTER,51,1,1,3494,1264307.0591520504,274333.5422710799,20
1142,ILLINOIS VALLEY COMMUNITY HOSPITAL,40,1,1,4795,515216.8379028,162186.08383456006,1
1143,INDIAN PATH MEDICAL CENTER,46,1,1,2583,1338509.49311336,292020.4364413701,20
